Symbol,Woche,Jahr,Monat,KW,Quartal,Open_Woche,Close_Woche,High_Woche,Low_Woche,Volume_Woche,Volume_Avg,Rendite_Woche,Vol_Woche,Vol_Annualisiert,Handelstage,Best_Day,Worst_Day
AVGO,2021-03-22 00:00:00,2021,3,12,1,47.291,48.204,48.3,44.931,123861000,24772200.0,0.019306,0.058627,0.416209,5,0.044055,-0.023607
AVGO,2021-03-29 00:00:00,2021,4,13,2,47.207,47.595,47.658,46.92,23528000,23528000.0,0.008219,,,1,0.026506,0.026506
AVGO,2021-03-29 00:00:00,2021,3,13,1,48.04,46.366,48.116,45.162,85029000,28343000.0,-0.034846,0.058857,0.417844,3,0.016442,-0.034827
AVGO,2021-04-05 00:00:00,2021,4,14,2,48.03,48.509,48.964,47.654,87838000,17567600.0,0.009973,0.030719,0.218082,5,0.026326,-0.009437
AVGO,2021-04-12 00:00:00,2021,4,15,2,48.193,47.879,48.919,47.519,91381000,18276200.0,-0.006515,0.018376,0.130456,5,0.005657,-0.015795
AVGO,2021-04-19 00:00:00,2021,4,16,2,47.653,46.613,47.68,44.9,121341000,24268200.0,-0.021824,0.049026,0.348052,5,0.024214,-0.035068
AVGO,2021-04-26 00:00:00,2021,4,17,2,46.702,45.62,47.426,45.384,81495000,16299000.0,-0.023168,0.03776,0.268069,5,0.01544,-0.021639
AVGO,2021-05-03 00:00:00,2021,5,18,2,45.975,45.258,45.984,43.731,80190000,16038000.0,-0.015595,0.025396,0.180295,5,0.010702,-0.013284
AVGO,2021-05-10 00:00:00,2021,5,19,2,44.838,44.162,44.853,41.914,111871000,22374200.0,-0.015076,0.070334,0.499321,5,0.025592,-0.040198
AVGO,2021-05-17 00:00:00,2021,5,20,2,44.214,45.124,45.93,42.57,90020000,18004000.0,0.020582,0.042194,0.299545,5,0.030064,-0.014093
AVGO,2021-05-24 00:00:00,2021,5,21,2,45.692,47.233,47.462,45.553,72937000,14587400.0,0.033726,0.017126,0.121581,5,0.017618,0.000762
AVGO,2021-05-31 00:00:00,2021,6,22,2,47.544,47.5,47.84,46.326,73817000,18454250.0,-0.000925,0.041509,0.294688,4,0.021945,-0.01885
AVGO,2021-06-07 00:00:00,2021,6,23,2,47.3,47.07,47.448,46.021,82804000,16560800.0,-0.004863,0.028871,0.204963,5,0.010217,-0.023621
AVGO,2021-06-14 00:00:00,2021,6,24,2,47.049,46.35,47.657,46.051,95661000,19132200.0,-0.014857,0.029596,0.210114,5,0.011637,-0.016279
AVGO,2021-06-21 00:00:00,2021,6,25,2,46.117,46.22,47.365,45.844,81589000,16317800.0,0.002233,0.021207,0.150555,5,0.007286,-0.016721
AVGO,2021-06-28 00:00:00,2021,7,26,3,47.784,46.817,47.858,45.571,48207000,24103500.0,-0.020237,0.018925,0.134352,2,-0.00313,-0.015099
AVGO,2021-06-28 00:00:00,2021,6,26,2,46.6,47.684,47.859,46.551,43552000,14517333.0,0.023262,0.026487,0.188036,3,0.022934,-0.00065
AVGO,2021-07-05 00:00:00,2021,7,27,3,47.04,48.018,48.088,46.156,59244000,14811000.0,0.020791,0.027227,0.193296,4,0.020574,-0.007902
AVGO,2021-07-12 00:00:00,2021,7,28,3,48.132,46.807,49.402,46.726,85572000,17114400.0,-0.027528,0.025003,0.177505,5,0.0116,-0.01942
AVGO,2021-07-19 00:00:00,2021,7,29,3,46.348,48.315,48.358,45.759,75397000,15079400.0,0.04244,0.02719,0.193031,5,0.022258,-0.005616
AVGO,2021-07-26 00:00:00,2021,7,30,3,48.216,48.54,48.634,46.78,54944000,10988800.0,0.00672,0.022793,0.161812,5,0.013525,-0.014267
AVGO,2021-08-02 00:00:00,2021,8,31,3,48.905,48.543,49.46,47.996,57213000,11442600.0,-0.007402,0.007634,0.054194,5,0.004353,-0.004593
AVGO,2021-08-09 00:00:00,2021,8,32,3,48.649,48.616,48.897,47.673,42371000,8474200.0,-0.000678,0.008028,0.056993,5,0.003924,-0.004993
AVGO,2021-08-16 00:00:00,2021,8,33,3,48.483,47.517,48.891,46.266,65354000,13070800.0,-0.019925,0.031816,0.225868,5,0.009723,-0.020305
AVGO,2021-08-23 00:00:00,2021,8,34,3,47.633,49.594,49.644,47.57,62448000,12489600.0,0.041169,0.02086,0.148092,5,0.020999,-0.002114
AVGO,2021-08-30 00:00:00,2021,8,35,3,50.0,49.721,50.785,49.27,36992000,18496000.0,-0.00558,0.014728,0.104561,2,0.005948,-0.003367
AVGO,2021-08-30 00:00:00,2021,9,35,3,49.627,49.768,50.6,49.016,54768000,18256000.0,0.002841,0.022944,0.162884,3,0.01175,-0.008145
AVGO,2021-09-06 00:00:00,2021,9,36,3,49.76,49.815,50.599,48.811,55669000,13917250.0,0.001105,0.01395,0.099033,4,0.009443,-0.00445
AVGO,2021-09-13 00:00:00,2021,9,37,3,50.2,50.6,51.07,49.326,104446000,20889200.0,0.007968,0.018089,0.128417,5,0.015681,-0.004689
AVGO,2021-09-20 00:00:00,2021,9,38,3,49.9,50.492,50.729,48.7,96625000,19325000.0,0.011864,0.035112,0.249269,5,0.019552,-0.022095
AVGO,2021-09-27 00:00:00,2021,9,39,3,49.978,48.493,50.582,48.448,61473000,15368250.0,-0.029713,0.027307,0.19386,4,-0.000139,-0.027394
AVGO,2021-09-27 00:00:00,2021,10,39,4,48.785,48.735,48.866,47.75,16052000,16052000.0,-0.001025,,,1,0.00499,0.00499
AVGO,2021-10-04 00:00:00,2021,10,40,4,48.493,49.285,49.99,47.278,72232000,14446400.0,0.016332,0.036717,0.260667,5,0.019897,-0.023392
AVGO,2021-10-11 00:00:00,2021,10,41,4,49.124,50.325,50.586,47.955,92937000,18587400.0,0.024448,0.033881,0.24053,5,0.025958,-0.01434
AVGO,2021-10-18 00:00:00,2021,10,42,4,50.039,51.541,52.138,49.866,73037000,14607400.0,0.030017,0.014869,0.105557,5,0.013966,-0.001959
AVGO,2021-10-25 00:00:00,2021,10,43,4,51.749,53.167,53.607,51.518,87395000,17479000.0,0.027401,0.036254,0.257381,5,0.022602,-0.020155
AVGO,2021-11-01 00:00:00,2021,11,44,4,53.034,55.892,55.967,52.493,81826000,16365200.0,0.05389,0.022693,0.161105,5,0.018774,-0.006809
AVGO,2021-11-08 00:00:00,2021,11,45,4,56.197,56.322,56.584,54.805,79268000,15853600.0,0.002224,0.027337,0.194071,5,0.01408,-0.016189
AVGO,2021-11-15 00:00:00,2021,11,46,4,56.769,56.872,57.721,55.983,72022000,14404400.0,0.001814,0.016816,0.119379,5,0.009076,-0.010595
AVGO,2021-11-22 00:00:00,2021,11,47,4,57.168,54.659,57.204,54.332,69310000,17327500.0,-0.043888,0.038326,0.272089,4,0.006503,-0.027149
AVGO,2021-11-29 00:00:00,2021,12,48,4,56.348,55.812,56.9,54.4,64904000,21634667.0,-0.009512,0.016192,0.114953,3,0.010263,-0.004164
AVGO,2021-11-29 00:00:00,2021,11,48,4,55.62,55.368,56.755,55.2,41277000,20638500.0,-0.004531,0.081212,0.576548,2,0.032474,-0.018889
AVGO,2021-12-06 00:00:00,2021,12,49,4,56.465,63.168,64.475,55.595,156209000,31241800.0,0.118711,0.085288,0.605484,5,0.082719,-0.008733
AVGO,2021-12-13 00:00:00,2021,12,50,4,63.4,63.496,64.086,60.564,185355000,37071000.0,0.001514,0.065519,0.465137,5,0.040575,-0.029975
AVGO,2021-12-20 00:00:00,2021,12,51,4,62.63,66.48,67.073,62.509,121283000,30320750.0,0.061472,0.014556,0.103341,4,0.015859,0.001876
AVGO,2021-12-27 00:00:00,2021,12,52,4,66.48,66.541,67.776,66.327,75005000,15001000.0,0.000918,0.022889,0.162493,5,0.01426,-0.011195
AVGO,2022-01-03 00:00:00,2022,1,1,1,66.632,61.915,67.219,61.846,135068000,27013600.0,-0.070792,0.046752,0.331908,5,0.011458,-0.041614
AVGO,2022-01-10 00:00:00,2022,1,2,1,60.886,59.637,63.099,59.2,123345000,24669000.0,-0.020514,0.040876,0.290188,5,0.003246,-0.039887
AVGO,2022-01-17 00:00:00,2022,1,3,1,58.832,53.323,59.104,53.134,121752000,30438000.0,-0.09364,0.006949,0.049332,4,-0.023919,-0.031155
AVGO,2022-01-24 00:00:00,2022,1,4,1,53.089,56.01,57.417,51.34,206566000,41313200.0,0.055021,0.066559,0.472519,5,0.043022,-0.026583
AVGO,2022-01-31 00:00:00,2022,2,5,1,58.587,59.016,60.48,57.582,101312000,25328000.0,0.007322,0.059195,0.420243,4,0.018069,-0.037419
AVGO,2022-01-31 00:00:00,2022,1,5,1,55.94,58.588,58.637,55.6,40288000,40288000.0,0.047336,,,1,0.046028,0.046028
AVGO,2022-02-07 00:00:00,2022,2,6,1,59.016,57.342,61.464,56.908,107446000,21489200.0,-0.028365,0.057657,0.409324,5,0.021425,-0.032682
AVGO,2022-02-14 00:00:00,2022,2,7,1,57.5,57.999,60.604,57.007,117638000,23527600.0,0.008678,0.059308,0.421046,5,0.041809,-0.030492
AVGO,2022-02-21 00:00:00,2022,2,8,1,57.999,58.801,59.021,54.902,100316000,25079000.0,0.013828,0.046476,0.329946,4,0.026204,-0.021248
AVGO,2022-02-28 00:00:00,2022,2,9,1,58.1,58.744,59.23,57.638,25005000,25005000.0,0.011084,,,1,-0.000969,-0.000969
AVGO,2022-02-28 00:00:00,2022,3,9,1,58.479,59.599,60.591,56.53,117880000,29470000.0,0.019152,0.066019,0.468685,4,0.030055,-0.029484
AVGO,2022-03-07 00:00:00,2022,3,10,1,59.708,57.785,60.164,56.361,115183000,23036600.0,-0.032207,0.066894,0.4749,5,0.036583,-0.042434
AVGO,2022-03-14 00:00:00,2022,3,11,1,57.696,61.041,61.321,56.475,142660000,28532000.0,0.057976,0.054845,0.38936,5,0.043959,-0.017392
AVGO,2022-03-21 00:00:00,2022,3,12,1,60.56,62.887,63.041,58.886,99444000,19888800.0,0.038425,0.058546,0.415636,5,0.04513,-0.019564
AVGO,2022-03-28 00:00:00,2022,4,13,2,63.169,62.698,63.457,61.869,16267000,16267000.0,-0.007456,,,1,-0.004288,-0.004288
AVGO,2022-03-28 00:00:00,2022,3,13,1,62.588,62.968,64.531,61.578,77785000,19446250.0,0.006071,0.028611,0.203115,4,0.013573,-0.016182
AVGO,2022-04-04 00:00:00,2022,4,14,2,62.642,58.7,63.672,58.597,97051000,19410200.0,-0.062929,0.043117,0.3061,5,0.012552,-0.032653
AVGO,2022-04-11 00:00:00,2022,4,15,2,58.258,57.385,59.859,57.286,88513000,22128250.0,-0.014985,0.044994,0.319426,4,0.012768,-0.031542
AVGO,2022-04-18 00:00:00,2022,4,16,2,57.285,58.695,61.587,57.285,93292000,18658400.0,0.024614,0.033611,0.238614,5,0.022044,-0.009751
AVGO,2022-04-25 00:00:00,2022,4,17,2,58.149,55.439,58.876,55.34,130523000,26104600.0,-0.046604,0.076237,0.541226,5,0.034671,-0.047306
AVGO,2022-05-02 00:00:00,2022,5,18,2,55.714,58.01,60.407,55.638,121236000,24247200.0,0.04121,0.072629,0.515611,5,0.039611,-0.039211
AVGO,2022-05-09 00:00:00,2022,5,19,2,57.288,58.824,59.159,55.826,130972000,26194400.0,0.026812,0.065387,0.4642,5,0.032811,-0.029616
AVGO,2022-05-16 00:00:00,2022,5,20,2,58.438,54.319,60.9,51.244,149054000,29810800.0,-0.070485,0.090319,0.641202,5,0.04373,-0.061794
AVGO,2022-05-23 00:00:00,2022,5,21,2,52.4,58.328,58.546,51.426,178532000,35706400.0,0.11313,0.078018,0.553875,5,0.059238,-0.030984
AVGO,2022-05-30 00:00:00,2022,6,22,2,58.758,56.332,59.094,56.098,68395000,22798333.0,-0.041288,0.032234,0.228842,3,0.005439,-0.023269
AVGO,2022-05-30 00:00:00,2022,5,22,2,58.45,58.013,58.703,57.6,30009000,30009000.0,-0.007476,,,1,-0.0054,-0.0054
AVGO,2022-06-06 00:00:00,2022,6,23,2,57.152,54.127,57.627,53.972,97261000,19452200.0,-0.052929,0.040434,0.287052,5,0.020954,-0.026878
AVGO,2022-06-13 00:00:00,2022,6,24,2,52.678,49.865,53.383,48.787,155888000,31177600.0,-0.0534,0.070584,0.501097,5,0.012573,-0.056065
AVGO,2022-06-20 00:00:00,2022,6,25,2,50.408,50.909,51.18,49.101,84530000,21132500.0,0.009939,0.037869,0.26884,4,0.025192,-0.015225
AVGO,2022-06-27 00:00:00,2022,7,26,3,47.941,47.784,48.427,46.943,21315000,21315000.0,-0.003275,,,1,-0.016406,-0.016406
AVGO,2022-06-27 00:00:00,2022,6,26,2,51.38,48.581,51.415,48.071,62208000,15552000.0,-0.054476,0.009803,0.069591,4,-0.006639,-0.01613
AVGO,2022-07-04 00:00:00,2022,7,27,3,47.2,49.869,50.139,46.391,77718000,19429500.0,0.056547,0.036653,0.260209,4,0.033008,-0.003223
AVGO,2022-07-11 00:00:00,2022,7,28,3,48.949,49.446,49.474,47.229,98944000,19788800.0,0.010153,0.042612,0.302517,5,0.020262,-0.031743
AVGO,2022-07-18 00:00:00,2022,7,29,3,50.016,51.252,51.979,48.819,104490000,20898000.0,0.024712,0.041461,0.294343,5,0.036533,-0.009968
AVGO,2022-07-25 00:00:00,2022,7,30,3,51.046,53.548,53.783,50.653,92067000,18413400.0,0.049015,0.032088,0.227804,5,0.032675,-0.003937
AVGO,2022-08-01 00:00:00,2022,8,31,3,53.143,55.144,55.315,52.723,74435000,14887000.0,0.037653,0.033543,0.238129,5,0.029235,-0.00962
AVGO,2022-08-08 00:00:00,2022,8,32,3,54.935,55.823,55.841,52.775,85980000,17196000.0,0.016165,0.05418,0.384642,5,0.033052,-0.023335
AVGO,2022-08-15 00:00:00,2022,8,33,3,55.423,54.843,56.056,53.104,88515000,17703000.0,-0.010465,0.054317,0.385616,5,0.036874,-0.023674
AVGO,2022-08-22 00:00:00,2022,8,34,3,54.257,52.086,55.099,52.0,82468000,16493600.0,-0.040013,0.078824,0.559592,5,0.036339,-0.053206
AVGO,2022-08-29 00:00:00,2022,9,35,3,49.147,50.022,51.981,48.084,72356000,36178000.0,0.017804,0.048876,0.346986,2,0.016687,-0.014225
AVGO,2022-08-29 00:00:00,2022,8,35,3,52.0,49.911,52.274,49.654,67307000,22435667.0,-0.040173,0.002647,0.018794,3,-0.012825,-0.01515
AVGO,2022-09-05 00:00:00,2022,9,36,3,49.853,52.24,52.597,49.037,90732000,22683000.0,0.047881,0.023452,0.166493,4,0.020452,-0.004038
AVGO,2022-09-12 00:00:00,2022,9,37,3,52.675,50.25,53.126,48.986,169484000,33896800.0,-0.046037,0.059629,0.423325,5,0.014097,-0.048029
AVGO,2022-09-19 00:00:00,2022,9,38,3,49.442,46.868,50.339,46.2,108938000,21787600.0,-0.052061,0.018796,0.133439,5,-0.001313,-0.022147
AVGO,2022-09-26 00:00:00,2022,9,39,3,46.898,44.401,47.33,44.364,132015000,26403000.0,-0.053243,0.035263,0.250343,5,0.005387,-0.033973
AVGO,2022-10-03 00:00:00,2022,10,40,4,44.924,46.048,48.97,44.697,112924000,22584800.0,0.02502,0.078064,0.554199,5,0.050528,-0.039666
AVGO,2022-10-10 00:00:00,2022,10,41,4,46.0,42.71,46.01,41.507,127342000,25468400.0,-0.071522,0.056267,0.399456,5,0.017187,-0.04947
AVGO,2022-10-17 00:00:00,2022,10,42,4,43.955,44.973,45.066,42.814,107545000,21509000.0,0.02316,0.049868,0.354025,5,0.045155,-0.011486
AVGO,2022-10-24 00:00:00,2022,10,43,4,45.273,47.29,47.434,45.111,114430000,22886000.0,0.044552,0.041894,0.29742,5,0.038428,-0.012533
AVGO,2022-10-31 00:00:00,2022,11,44,4,47.58,46.53,48.045,44.136,90172000,22543000.0,-0.022068,0.077505,0.550228,4,0.04769,-0.026117
AVGO,2022-10-31 00:00:00,2022,10,44,4,46.685,47.012,47.281,46.501,19259000,19259000.0,0.007004,,,1,-0.005879,-0.005879
AVGO,2022-11-07 00:00:00,2022,11,45,4,46.677,51.809,51.9,46.157,122823000,24564600.0,0.109947,0.083918,0.595756,5,0.079025,-0.026218
AVGO,2022-11-14 00:00:00,2022,11,46,4,51.539,51.516,53.257,50.314,105239000,21047800.0,-0.000446,0.038422,0.272771,5,0.021823,-0.024198
AVGO,2022-11-21 00:00:00,2022,11,47,4,51.294,52.991,54.148,51.111,58961000,14740250.0,0.033084,0.028984,0.205763,4,0.02437,-0.00699
AVGO,2022-11-28 00:00:00,2022,11,48,4,52.524,55.103,55.166,51.483,83548000,27849333.0,0.049101,0.085028,0.603635,3,0.056848,-0.014531
AVGO,2022-11-28 00:00:00,2022,12,48,4,55.103,54.08,55.242,53.608,42326000,21163000.0,-0.018565,0.027762,0.197088,2,-0.000508,-0.018066
AVGO,2022-12-05 00:00:00,2022,12,49,4,53.777,54.472,55.264,51.605,119269000,23853800.0,0.012924,0.048273,0.342703,5,0.025683,-0.018787
AVGO,2022-12-12 00:00:00,2022,12,50,4,54.475,55.591,58.565,54.224,185473000,37094600.0,0.020486,0.049062,0.348306,5,0.025888,-0.028619
AVGO,2022-12-19 00:00:00,2022,12,51,4,55.402,55.243,56.191,54.092,121856000,24371200.0,-0.00287,0.042399,0.301006,5,0.031635,-0.014504
AVGO,2022-12-26 00:00:00,2022,12,52,4,55.155,55.913,56.26,54.245,64639000,16159750.0,0.013743,0.035992,0.255516,4,0.023711,-0.015627
AVGO,2023-01-02 00:00:00,2023,1,1,1,56.5,58.843,59.1,55.079,88785000,22196250.0,0.041469,0.073708,0.523275,4,0.060196,-0.010105
AVGO,2023-01-09 00:00:00,2023,1,2,1,59.23,57.9,60.167,54.999,144037000,28807400.0,-0.022455,0.023597,0.167519,5,0.006573,-0.019611
AVGO,2023-01-16 00:00:00,2023,1,3,1,57.49,57.078,58.756,55.911,77180000,19295000.0,-0.007166,0.030985,0.219973,4,0.013423,-0.019276
AVGO,2023-01-23 00:00:00,2023,1,4,1,57.2,59.099,60.056,56.978,94889000,18977800.0,0.033199,0.03149,0.223556,5,0.022026,-0.01268
AVGO,2023-01-30 00:00:00,2023,2,5,1,58.357,59.762,61.314,58.27,69834000,23278000.0,0.024076,0.049145,0.348892,3,0.030324,-0.013454
AVGO,2023-01-30 00:00:00,2023,1,5,1,58.3,58.501,58.961,57.976,40703000,20351500.0,0.003448,0.035204,0.249924,2,0.006123,-0.016142
AVGO,2023-02-06 00:00:00,2023,2,6,1,59.334,59.325,61.701,58.963,97896000,19579200.0,-0.000152,0.03635,0.258056,5,0.021869,-0.020734
AVGO,2023-02-13 00:00:00,2023,2,7,1,59.5,59.559,60.894,59.245,81765000,16353000.0,0.000992,0.024047,0.170715,5,0.013266,-0.011766
AVGO,2023-02-20 00:00:00,2023,2,8,1,59.0,57.775,59.309,57.21,80504000,20126000.0,-0.020763,0.034165,0.24255,4,0.013243,-0.02359
AVGO,2023-02-27 00:00:00,2023,2,9,1,58.587,59.429,59.858,58.218,46143000,23071500.0,0.014372,0.002802,0.019891,2,0.0151,0.013328
AVGO,2023-02-27 00:00:00,2023,3,9,1,59.4,63.276,63.573,58.613,89097000,29699000.0,0.065253,0.069678,0.494665,3,0.056978,-0.001212
AVGO,2023-03-06 00:00:00,2023,3,10,1,63.5,61.483,64.405,61.282,113102000,22620400.0,-0.031764,0.025215,0.179005,5,0.011373,-0.015405
AVGO,2023-03-13 00:00:00,2023,3,11,1,60.709,63.097,63.957,60.688,182239000,36447800.0,0.039335,0.035309,0.250671,5,0.025938,-0.010151
AVGO,2023-03-20 00:00:00,2023,3,12,1,63.274,63.617,64.85,62.855,121046000,24209200.0,0.005421,0.031424,0.223089,5,0.020191,-0.010812
AVGO,2023-03-27 00:00:00,2023,3,13,1,63.9,64.154,64.222,61.886,97161000,19432200.0,0.003975,0.025941,0.184164,5,0.013189,-0.014666
AVGO,2023-04-03 00:00:00,2023,4,14,2,63.9,62.264,64.424,61.897,60512000,15128000.0,-0.025603,0.013751,0.097626,4,0.00145,-0.012545
AVGO,2023-04-10 00:00:00,2023,4,15,2,61.805,61.954,63.088,61.521,80760000,16152000.0,0.002411,0.022561,0.16017,5,0.012226,-0.009276
AVGO,2023-04-17 00:00:00,2023,4,16,2,61.861,63.29,64.273,61.781,84113000,16822600.0,0.0231,0.013562,0.09628,5,0.012622,-0.002333
AVGO,2023-04-24 00:00:00,2023,4,17,2,63.364,62.65,63.885,60.323,87620000,17524000.0,-0.011268,0.028475,0.202156,5,0.013082,-0.019731
AVGO,2023-05-01 00:00:00,2023,5,18,2,62.65,63.012,63.899,60.129,107763000,21552600.0,0.005778,0.061559,0.437026,5,0.032713,-0.040144
AVGO,2023-05-08 00:00:00,2023,5,19,2,62.978,63.115,63.27,61.586,76470000,15294000.0,0.002175,0.024406,0.173266,5,0.012546,-0.016771
AVGO,2023-05-15 00:00:00,2023,5,20,2,63.187,68.225,68.495,62.847,103071000,20614200.0,0.079732,0.027051,0.192043,5,0.031074,0.002563
AVGO,2023-05-22 00:00:00,2023,5,21,2,68.14,81.273,81.498,67.412,208668000,41733600.0,0.192736,0.122684,0.870968,5,0.115162,-0.010153
AVGO,2023-05-29 00:00:00,2023,5,22,2,83.512,80.796,92.178,79.013,206910000,103455000.0,-0.032522,0.027362,0.194248,2,0.005751,-0.011554
AVGO,2023-05-29 00:00:00,2023,6,22,2,80.062,81.2,82.377,78.516,143607000,71803500.0,0.014214,0.079379,0.563539,2,0.027913,-0.022291
AVGO,2023-06-05 00:00:00,2023,6,23,2,80.92,80.462,81.775,77.638,134152000,26830400.0,-0.00566,0.027078,0.192236,5,0.014597,-0.015331
AVGO,2023-06-12 00:00:00,2023,6,24,2,81.112,86.811,88.995,81.112,235692000,47138400.0,0.070261,0.077177,0.547899,5,0.063061,-0.017342
AVGO,2023-06-19 00:00:00,2023,6,25,2,86.266,82.215,87.707,81.885,111641000,27910250.0,-0.046959,0.027222,0.193257,4,-9.2e-05,-0.024073
AVGO,2023-06-26 00:00:00,2023,6,26,2,82.5,86.743,87.457,82.022,112271000,22454200.0,0.05143,0.031664,0.224795,5,0.032582,-0.000632
AVGO,2023-07-03 00:00:00,2023,7,27,3,86.862,84.675,87.69,84.433,66826000,16706500.0,-0.025178,0.028975,0.205704,4,0.010387,-0.016635
AVGO,2023-07-10 00:00:00,2023,7,28,3,84.828,88.858,90.335,84.828,128739000,25747800.0,0.047508,0.034794,0.247011,5,0.036587,-0.001999
AVGO,2023-07-17 00:00:00,2023,7,29,3,89.101,89.675,91.321,88.563,178005000,35601000.0,0.006442,0.034338,0.243775,5,0.0245,-0.014456
AVGO,2023-07-24 00:00:00,2023,7,30,3,90.08,89.979,92.318,88.6,100624000,20124800.0,-0.001121,0.037782,0.268223,5,0.01819,-0.027125
AVGO,2023-07-31 00:00:00,2023,7,31,3,89.75,89.865,90.1,89.1,14952000,14952000.0,0.001281,,,1,-0.001267,-0.001267
AVGO,2023-07-31 00:00:00,2023,8,31,3,89.898,88.165,92.062,87.337,85997000,21499250.0,-0.019277,0.049473,0.351227,4,0.023758,-0.030109
AVGO,2023-08-07 00:00:00,2023,8,32,3,88.768,82.976,89.737,82.348,90416000,18083200.0,-0.065249,0.043488,0.308734,5,0.017479,-0.03672
AVGO,2023-08-14 00:00:00,2023,8,33,3,83.113,82.584,85.462,81.2,84713000,16942600.0,-0.006365,0.03907,0.277367,5,0.029334,-0.013558
AVGO,2023-08-21 00:00:00,2023,8,34,3,83.406,85.182,90.986,83.177,121898000,24379600.0,0.021293,0.065224,0.463045,5,0.047588,-0.025234
AVGO,2023-08-28 00:00:00,2023,8,35,3,85.639,92.289,92.367,84.711,120565000,30141250.0,0.077652,0.035852,0.254525,4,0.034305,0.002641
AVGO,2023-08-28 00:00:00,2023,9,35,3,90.187,87.252,90.187,86.466,65017000,65017000.0,-0.032543,,,1,-0.054579,-0.054579
AVGO,2023-09-04 00:00:00,2023,9,36,3,86.951,85.755,88.3,84.052,89549000,22387250.0,-0.013755,0.019675,0.139682,4,0.000607,-0.017472
AVGO,2023-09-11 00:00:00,2023,9,37,3,86.877,85.168,87.667,84.166,119641000,23928200.0,-0.019671,0.041685,0.295935,5,0.021936,-0.022899
AVGO,2023-09-18 00:00:00,2023,9,38,3,84.258,82.908,85.633,79.509,124766000,24953200.0,-0.016022,0.046413,0.3295,5,0.025632,-0.026741
AVGO,2023-09-25 00:00:00,2023,9,39,3,82.8,83.058,84.404,80.438,81302000,16260400.0,0.003116,0.03226,0.229022,5,0.018597,-0.021226
AVGO,2023-10-02 00:00:00,2023,10,40,4,82.906,84.526,84.839,80.891,82431000,16486200.0,0.01954,0.040898,0.290346,5,0.025975,-0.024097
AVGO,2023-10-09 00:00:00,2023,10,41,4,84.046,88.318,92.591,83.783,116995000,23399000.0,0.050829,0.049836,0.353801,5,0.035492,-0.024757
AVGO,2023-10-16 00:00:00,2023,10,42,4,89.097,85.363,91.579,85.184,128135000,25627000.0,-0.041909,0.042009,0.298233,5,0.021955,-0.021645
AVGO,2023-10-23 00:00:00,2023,10,43,4,85.796,83.836,88.3,81.834,99013000,19802600.0,-0.022845,0.05836,0.414317,5,0.021909,-0.035728
AVGO,2023-10-30 00:00:00,2023,10,44,4,84.11,84.137,84.943,82.715,35636000,17818000.0,0.000321,0.005224,0.037087,2,0.003447,0.000143
AVGO,2023-10-30 00:00:00,2023,11,44,4,84.2,88.268,88.75,83.557,55484000,18494667.0,0.048314,0.010511,0.074622,3,0.021526,0.013061
AVGO,2023-11-06 00:00:00,2023,11,45,4,88.156,95.752,95.895,87.121,108273000,21654600.0,0.086165,0.047227,0.335277,5,0.050627,-0.002096
AVGO,2023-11-13 00:00:00,2023,11,46,4,95.005,97.773,98.389,94.048,102865000,20573000.0,0.029135,0.042037,0.298432,5,0.027489,-0.01625
AVGO,2023-11-20 00:00:00,2023,11,47,4,97.3,97.887,99.987,96.675,118919000,29729750.0,0.006033,0.033857,0.240364,4,0.018389,-0.014572
AVGO,2023-11-27 00:00:00,2023,12,48,4,92.246,93.0,93.39,90.8,29612000,29612000.0,0.008174,,,1,0.004613,0.004613
AVGO,2023-11-27 00:00:00,2023,11,48,4,97.615,92.573,98.101,91.837,220401000,55100250.0,-0.051652,0.025864,0.18362,4,-0.004094,-0.029248
AVGO,2023-12-04 00:00:00,2023,12,49,4,92.064,94.43,95.073,90.31,200073000,40014600.0,0.0257,0.039257,0.2787,5,0.023898,-0.011743
AVGO,2023-12-11 00:00:00,2023,12,50,4,95.701,112.974,114.988,95.609,448588000,89717600.0,0.180489,0.070529,0.500703,5,0.08995,0.015417
AVGO,2023-12-18 00:00:00,2023,12,51,4,112.08,112.198,115.182,110.926,168479000,33695800.0,0.001053,0.038373,0.272421,5,0.015278,-0.025623
AVGO,2023-12-25 00:00:00,2023,12,52,4,112.424,111.625,113.957,111.467,78653000,19663250.0,-0.007107,0.015191,0.107846,4,0.008833,-0.005488
AVGO,2024-01-01 00:00:00,2024,1,1,1,109.212,104.928,110.2,104.151,111699000,27924750.0,-0.039226,0.029498,0.209412,4,0.000257,-0.027655
AVGO,2024-01-08 00:00:00,2024,1,2,1,105.65,110.768,111.569,105.2,126617000,25323400.0,0.048443,0.022954,0.162958,5,0.024369,-0.001774
AVGO,2024-01-15 00:00:00,2024,1,3,1,111.234,121.12,121.7,109.021,129764000,32441000.0,0.088876,0.0687,0.48772,4,0.058825,-0.010126
AVGO,2024-01-22 00:00:00,2024,1,4,1,121.625,120.488,128.455,120.023,145153000,29030600.0,-0.009348,0.041262,0.292933,5,0.022474,-0.020423
AVGO,2024-01-29 00:00:00,2024,1,5,1,121.491,118.0,122.8,117.431,69609000,23203000.0,-0.028735,0.038075,0.270305,3,0.010698,-0.023308
AVGO,2024-01-29 00:00:00,2024,2,5,1,118.735,122.434,123.469,117.911,46100000,23050000.0,0.031153,0.005245,0.037233,2,0.020275,0.016958
