Symbol,Date,Jahr,Monat,Wochentag,KW,Quartal,Open,High,Low,Close,Volume,Rendite_Tag,Spanne_Pct,Index_100,MA_20,MA_50,MA_200,Vol_20d_Ann,Drawdown_Pct,Vol_Avg_20d
ASML,2020-03-27,2020,3,5,13,1,262.21,263.71,251.81,252.62,1518300,-0.084378,0.047258,83.42,256.702,282.236,285.1747,1.2285,-0.2042,1703545.0
ASML,2020-03-30,2020,3,1,14,1,263.57,270.13,260.69,268.03,1142400,0.061001,0.036212,88.51,255.729,281.575,284.8936,1.2406,-0.1557,1706600.0
ASML,2020-03-31,2020,3,2,14,1,268.12,268.59,259.0,261.64,881800,-0.023841,0.037027,86.4,254.596,280.807,284.5185,1.2429,-0.1758,1654875.0
ASML,2020-04-01,2020,4,3,14,2,253.13,257.68,247.38,249.01,715700,-0.048273,0.041636,82.23,251.966,279.8192,283.9549,1.231,-0.2156,1626185.0
ASML,2020-04-02,2020,4,4,14,2,243.87,251.96,242.25,247.28,788600,-0.006947,0.040083,81.66,249.9175,278.8398,283.3819,1.2229,-0.221,1592920.0
ASML,2020-04-03,2020,4,5,14,2,246.06,248.0,242.48,244.61,571700,-0.010797,0.022765,80.77,247.7425,277.8456,282.7854,1.223,-0.2294,1564085.0
ASML,2020-04-06,2020,4,1,15,2,260.0,272.78,259.42,271.13,807600,0.108417,0.051499,89.53,248.1035,277.3516,282.6088,1.2491,-0.1459,1516485.0
ASML,2020-04-07,2020,4,2,15,2,280.46,281.28,271.0,272.59,768200,0.005385,0.037934,90.01,247.745,277.1178,282.4593,1.2317,-0.1413,1469935.0
ASML,2020-04-08,2020,4,3,15,2,278.03,281.34,274.41,278.58,891700,0.021974,0.025254,91.99,248.467,276.8858,282.4022,1.2144,-0.1224,1455725.0
ASML,2020-04-09,2020,4,4,15,2,282.22,285.13,275.12,276.81,728900,-0.006354,0.036384,91.41,250.27,276.4992,282.3212,1.164,-0.128,1353180.0
ASML,2020-04-13,2020,4,1,16,2,274.85,276.15,272.01,274.1,789400,-0.00979,0.01522,90.51,251.1275,276.0936,282.2037,1.1453,-0.1365,1260790.0
ASML,2020-04-14,2020,4,2,16,2,286.99,294.76,285.05,288.93,1700600,0.054104,0.034064,95.41,254.106,276.259,282.2985,1.075,-0.0898,1270980.0
ASML,2020-04-15,2020,4,3,16,2,276.92,284.54,275.05,282.49,1487600,-0.022289,0.034503,93.28,256.3135,276.1456,282.3011,1.078,-0.1101,1263235.0
ASML,2020-04-16,2020,4,4,16,2,289.83,292.55,286.17,292.4,1212000,0.035081,0.022294,96.56,261.084,276.009,282.4395,0.831,-0.0789,1167240.0
ASML,2020-04-17,2020,4,5,16,2,301.25,301.43,293.61,295.65,899100,0.011115,0.026634,97.63,265.165,275.7956,282.618,0.7947,-0.0686,1130465.0
ASML,2020-04-20,2020,4,1,17,2,291.65,298.01,291.44,291.58,510100,-0.013766,0.022543,96.29,268.939,275.4362,282.7375,0.8021,-0.0815,1040135.0
ASML,2020-04-21,2020,4,2,17,2,286.07,287.55,278.57,281.09,663700,-0.035976,0.032236,92.82,271.336,274.9586,282.7158,0.7866,-0.1145,986745.0
ASML,2020-04-22,2020,4,3,17,2,290.0,295.47,288.23,294.97,596100,0.049379,0.025119,97.4,273.074,274.6644,282.8749,0.6987,-0.0708,945170.0
ASML,2020-04-23,2020,4,4,17,2,290.94,297.16,288.31,289.4,730500,-0.018883,0.030696,95.57,274.4405,274.1322,282.9586,0.7048,-0.0883,921130.0
ASML,2020-04-24,2020,4,5,17,2,289.89,292.46,285.97,291.84,464200,0.008431,0.022695,96.37,275.2375,273.6202,283.071,0.6829,-0.0806,893410.0
ASML,2020-04-27,2020,4,1,18,2,293.79,294.76,290.28,290.9,689100,-0.003221,0.015433,96.06,277.1515,273.0932,283.1689,0.5998,-0.0836,851950.0
ASML,2020-04-28,2020,4,2,18,2,297.59,297.59,291.09,291.42,532000,0.001788,0.02233,96.23,278.321,272.5956,283.2707,0.566,-0.082,821430.0
ASML,2020-04-29,2020,4,3,18,2,296.3,304.76,295.35,303.71,968000,0.042173,0.031861,100.29,280.4245,272.4862,283.52,0.5702,-0.0433,825740.0
ASML,2020-04-30,2020,4,4,18,2,301.36,301.53,287.06,288.43,846300,-0.050311,0.050408,95.24,282.3955,271.907,283.5792,0.5729,-0.0914,832270.0
ASML,2020-05-01,2020,5,5,18,2,283.86,283.86,278.2,279.06,862800,-0.032486,0.020345,92.15,283.9845,271.2188,283.5254,0.5887,-0.1209,835980.0
ASML,2020-05-04,2020,5,1,19,2,279.6,283.23,275.96,283.18,1036900,0.014764,0.026344,93.51,285.913,270.7624,283.5213,0.5856,-0.1079,859240.0
ASML,2020-05-05,2020,5,2,19,2,284.33,293.0,284.33,288.35,821600,0.018257,0.030493,95.22,286.774,270.7214,283.5774,0.4529,-0.0916,859940.0
ASML,2020-05-06,2020,5,3,19,2,293.89,295.78,290.79,291.9,552400,0.012311,0.01716,96.39,287.7395,270.8676,283.6731,0.454,-0.0805,849150.0
ASML,2020-05-07,2020,5,4,19,2,297.94,300.12,294.55,299.59,570800,0.026345,0.01891,98.93,288.79,271.133,283.854,0.4565,-0.0562,833105.0
ASML,2020-05-08,2020,5,5,19,2,300.22,304.51,299.44,304.4,680600,0.016055,0.016932,100.52,290.1695,271.6764,284.0848,0.4567,-0.0411,830690.0
