Symbol,Date,Jahr,Monat,Wochentag,KW,Quartal,Open,High,Low,Close,Volume,Rendite_Tag,Spanne_Pct,Index_100,MA_20,MA_50,MA_200,Vol_20d_Ann,Drawdown_Pct,Vol_Avg_20d
D,2020-11-18,2020,11,3,47,4,84.48,84.5,81.02,81.21,5083700,-0.035167,0.042952,99.08,82.9065,81.0114,80.0496,0.2495,-0.0957,3783985.0
D,2020-11-19,2020,11,4,47,4,80.9,81.0,79.47,79.76,6147900,-0.017855,0.019253,97.32,82.8355,81.032,80.0221,0.2542,-0.1118,3984265.0
D,2020-11-20,2020,11,5,47,4,79.69,80.55,78.55,78.65,4928100,-0.013917,0.025461,95.96,82.711,81.0122,79.9913,0.2584,-0.1242,4111345.0
D,2020-11-23,2020,11,1,48,4,78.87,79.57,78.34,79.05,5783300,0.005086,0.015701,96.45,82.5775,80.9786,79.9636,0.2576,-0.1197,4197295.0
D,2020-11-24,2020,11,2,48,4,79.69,79.98,79.09,79.38,5260000,0.004174,0.011253,96.85,82.423,80.9482,79.9344,0.2554,-0.116,4252620.0
D,2020-11-25,2020,11,3,48,4,79.83,80.12,78.35,79.41,3886600,0.000378,0.022591,96.89,82.4035,80.9044,79.9025,0.2284,-0.1157,4277665.0
D,2020-11-27,2020,11,5,48,4,79.42,79.57,78.38,79.04,2053400,-0.004659,0.015182,96.44,82.308,80.8888,79.8665,0.2223,-0.1198,4114820.0
D,2020-11-30,2020,11,1,49,4,78.88,79.81,78.4,78.49,8418300,-0.006959,0.017985,95.77,82.2155,80.8994,79.8217,0.2221,-0.1259,4360560.0
D,2020-12-01,2020,12,2,49,4,79.25,81.11,79.09,80.16,6360500,0.021277,0.025541,97.8,82.1405,80.9432,79.7776,0.2277,-0.1073,4509950.0
D,2020-12-02,2020,12,3,49,4,80.04,80.66,79.42,80.28,3670000,0.001497,0.015613,97.95,82.009,80.9988,79.7398,0.2199,-0.106,4465885.0
D,2020-12-03,2020,12,4,49,4,79.42,79.65,78.24,78.4,3452700,-0.023418,0.018022,95.66,81.794,81.0414,79.6855,0.2333,-0.1269,4450105.0
D,2020-12-04,2020,12,5,49,4,78.45,78.77,75.77,75.88,6237400,-0.032143,0.039594,92.58,81.431,81.0328,79.618,0.2535,-0.155,4551235.0
D,2020-12-07,2020,12,1,50,4,75.68,76.36,75.35,76.14,6291000,0.003426,0.013404,92.9,81.053,81.0146,79.5497,0.2518,-0.1521,4663120.0
D,2020-12-08,2020,12,2,50,4,75.62,75.8,74.59,74.75,8752100,-0.018256,0.016222,91.2,80.5895,80.965,79.4845,0.2542,-0.1676,4861585.0
D,2020-12-09,2020,12,3,50,4,74.61,74.84,73.16,74.3,8010900,-0.00602,0.022963,90.65,80.0165,80.8934,79.4222,0.2343,-0.1726,5040760.0
D,2020-12-10,2020,12,4,50,4,75.01,75.3,73.96,74.32,6424300,0.000269,0.018118,90.68,79.4485,80.8012,79.3874,0.2348,-0.1724,5231860.0
D,2020-12-11,2020,12,5,50,4,73.91,75.04,73.91,74.91,3893100,0.007939,0.015289,91.4,78.965,80.7276,79.371,0.2394,-0.1658,5247155.0
D,2020-12-14,2020,12,1,51,4,75.38,75.52,74.38,74.47,4153900,-0.005874,0.015327,90.86,78.442,80.621,79.3225,0.2364,-0.1707,5316115.0
D,2020-12-15,2020,12,2,51,4,75.09,75.69,74.52,75.48,3917300,0.013563,0.015701,92.09,77.9125,80.5288,79.283,0.2366,-0.1595,5327130.0
D,2020-12-16,2020,12,3,51,4,76.27,76.77,75.15,75.17,4752300,-0.004107,0.021557,91.72,77.4625,80.41,79.2137,0.2293,-0.1629,5373840.0
D,2020-12-17,2020,12,4,51,4,76.14,76.69,75.73,75.93,4450400,0.01011,0.012677,92.64,77.1985,80.3082,79.1575,0.207,-0.1545,5342175.0
D,2020-12-18,2020,12,5,51,4,75.63,76.16,75.07,75.37,15175400,-0.007375,0.01452,91.96,76.979,80.1744,79.1009,0.2004,-0.1607,5793550.0
D,2020-12-21,2020,12,1,52,4,74.57,74.8,73.82,74.52,6991200,-0.011278,0.013276,90.92,76.7725,80.0292,79.0668,0.1987,-0.1702,5896705.0
D,2020-12-22,2020,12,2,52,4,74.51,74.56,73.39,73.5,6252500,-0.013688,0.015942,89.68,76.495,79.8508,79.0182,0.2002,-0.1815,5920165.0
D,2020-12-23,2020,12,3,52,4,74.0,74.87,73.87,74.04,2757400,0.007347,0.013537,90.34,76.228,79.7002,78.9937,0.2021,-0.1755,5795035.0
D,2020-12-24,2020,12,4,52,4,74.04,74.31,73.54,74.23,1065000,0.002566,0.01047,90.57,75.969,79.5638,79.0083,0.2028,-0.1734,5653955.0
D,2020-12-28,2020,12,1,53,4,74.5,74.72,73.53,73.7,3165700,-0.00714,0.016184,89.92,75.702,79.4216,78.9853,0.2032,-0.1793,5709570.0
D,2020-12-29,2020,12,2,53,4,73.96,74.46,73.48,73.88,3718700,0.002442,0.013337,90.14,75.4715,79.271,79.0115,0.2038,-0.1773,5474590.0
D,2020-12-30,2020,12,3,53,4,73.64,74.34,73.51,74.06,1929200,0.002436,0.011291,90.36,75.1665,79.1342,78.9794,0.1841,-0.1753,5253025.0
D,2020-12-31,2020,12,4,53,4,73.99,75.28,73.86,75.2,2392500,0.015393,0.019226,91.75,74.9125,79.0166,78.954,0.1958,-0.1626,5189150.0
D,2021-01-04,2021,1,1,1,1,75.06,75.06,73.47,73.89,2975500,-0.01742,0.021641,90.15,74.687,78.8898,78.9642,0.1886,-0.1772,5165290.0
D,2021-01-05,2021,1,2,1,1,74.1,74.2,72.66,73.0,3466900,-0.012045,0.021195,89.07,74.543,78.7262,78.9931,0.1583,-0.1871,5026765.0
D,2021-01-06,2021,1,3,1,1,73.53,75.48,72.9,74.56,4112100,0.02137,0.035391,90.97,74.464,78.5946,79.069,0.1779,-0.1697,4917820.0
D,2021-01-07,2021,1,4,1,1,74.59,74.8,72.96,72.96,4126600,-0.021459,0.025219,89.02,74.3745,78.4194,79.1054,0.1823,-0.1875,4686545.0
D,2021-01-08,2021,1,5,1,1,73.29,73.34,72.64,73.2,3476800,0.003289,0.009637,89.31,74.3195,78.234,79.1347,0.182,-0.1849,4459840.0
D,2021-01-11,2021,1,1,2,1,72.99,73.43,72.03,72.67,2949800,-0.00724,0.019436,88.67,74.237,78.0914,79.1359,0.1834,-0.1908,4286115.0
D,2021-01-12,2021,1,2,2,1,72.9,73.0,70.82,71.53,3801200,-0.015687,0.030782,87.27,74.068,77.903,79.1282,0.1872,-0.2035,4281520.0
D,2021-01-13,2021,1,3,2,1,71.75,72.59,71.27,72.24,4364100,0.009926,0.018521,88.14,73.9565,77.741,79.1053,0.1915,-0.1955,4292030.0
D,2021-01-14,2021,1,4,2,1,72.29,72.31,71.0,71.02,3461300,-0.016888,0.018451,86.65,73.7335,77.5282,79.0995,0.1903,-0.2091,4269230.0
D,2021-01-15,2021,1,5,2,1,71.0,72.28,70.7,72.08,3407400,0.014925,0.022348,87.95,73.579,77.3116,79.1102,0.2005,-0.1973,4201985.0
D,2021-01-19,2021,1,2,3,1,72.2,72.2,70.94,70.96,3670800,-0.015538,0.017761,86.58,73.3305,77.0768,79.1097,0.2006,-0.2098,4163005.0
D,2021-01-20,2021,1,3,3,1,70.7,71.74,70.46,71.58,3552000,0.008737,0.018166,87.34,73.141,76.8456,79.1199,0.2044,-0.2029,3581835.0
D,2021-01-21,2021,1,4,3,1,71.36,72.02,70.96,71.8,3185400,0.003074,0.014938,87.6,73.005,76.6076,79.1083,0.2025,-0.2004,3391545.0
D,2021-01-22,2021,1,5,3,1,71.35,72.48,71.21,72.29,4152900,0.006824,0.017835,88.2,72.9445,76.373,79.1026,0.1996,-0.195,3286565.0
D,2021-01-25,2021,1,1,4,1,72.06,73.68,71.93,73.56,4057600,0.017568,0.024329,89.75,72.9205,76.129,79.0793,0.2082,-0.1808,3351575.0
D,2021-01-26,2021,1,2,4,1,73.92,73.98,73.04,73.64,3393600,0.001088,0.01287,89.85,72.891,75.8882,79.0395,0.208,-0.18,3468005.0
D,2021-01-27,2021,1,3,4,1,73.25,74.44,72.78,73.08,4657200,-0.007605,0.022809,89.17,72.86,75.6582,79.0073,0.2082,-0.1862,3542580.0
D,2021-01-28,2021,1,4,4,1,73.14,74.3,72.65,72.67,3124000,-0.00561,0.022712,88.67,72.7995,75.413,78.9605,0.2088,-0.1908,3512845.0
D,2021-01-29,2021,1,5,4,1,72.39,73.58,71.8,72.89,4330700,0.003027,0.024791,88.93,72.741,75.1494,78.926,0.2089,-0.1883,3632920.0
D,2021-02-01,2021,2,1,5,1,73.15,73.59,72.45,72.68,3480100,-0.002881,0.015735,88.68,72.615,74.9196,78.8991,0.2001,-0.1906,3687300.0
D,2021-02-02,2021,2,2,5,1,72.67,73.69,72.13,72.77,3922300,0.001238,0.021628,88.79,72.559,74.7508,78.8554,0.1913,-0.1896,3734640.0
D,2021-02-03,2021,2,3,5,1,72.5,72.97,72.34,72.57,3054700,-0.002748,0.008709,88.54,72.5375,74.607,78.8227,0.1868,-0.1919,3714030.0
D,2021-02-04,2021,2,4,5,1,72.55,72.96,72.13,72.69,2171600,0.001654,0.011507,88.69,72.444,74.4878,78.8031,0.1688,-0.1905,3617005.0
D,2021-02-05,2021,2,5,5,1,72.94,74.12,72.57,73.74,3011500,0.014445,0.021359,89.97,72.483,74.3816,78.7781,0.1596,-0.1788,3561250.0
D,2021-02-08,2021,2,1,6,1,73.64,73.86,73.22,73.83,3008200,0.001221,0.008741,90.08,72.5145,74.2706,78.7627,0.1593,-0.1778,3537820.0
D,2021-02-09,2021,2,2,6,1,73.99,74.16,73.02,73.11,2308100,-0.009752,0.015612,89.2,72.5365,74.1446,78.7386,0.1611,-0.1859,3505735.0
D,2021-02-10,2021,2,3,6,1,73.57,73.62,72.63,73.09,3749200,-0.000274,0.013631,89.18,72.6145,74.0256,78.7115,0.1497,-0.1861,3503135.0
D,2021-02-11,2021,2,4,6,1,73.01,73.5,72.79,73.06,2751100,-0.00041,0.009754,89.14,72.6555,73.917,78.6804,0.1461,-0.1864,3422485.0
D,2021-02-12,2021,2,5,6,1,72.72,73.98,71.62,71.87,4866100,-0.016288,0.032952,87.69,72.698,73.7512,78.6464,0.1451,-0.1997,3492725.0
D,2021-02-16,2021,2,2,7,1,71.79,71.92,70.85,71.13,4528400,-0.010296,0.015102,86.79,72.6505,73.5682,78.6164,0.1397,-0.2079,3548775.0
D,2021-02-17,2021,2,3,7,1,71.04,72.45,70.93,72.39,3557800,0.017714,0.02143,88.32,72.722,73.448,78.6003,0.1424,-0.1939,3543125.0
D,2021-02-18,2021,2,4,7,1,72.16,73.46,72.07,72.71,3668300,0.00442,0.019287,88.71,72.7785,73.3846,78.5849,0.1402,-0.1903,3548940.0
D,2021-02-19,2021,2,5,7,1,72.76,72.78,71.07,71.15,3310000,-0.021455,0.024061,86.81,72.746,73.2848,78.5509,0.1605,-0.2077,3555170.0
D,2021-02-22,2021,2,1,8,1,71.14,71.37,70.4,71.17,4908100,0.000281,0.013778,86.84,72.69,73.2132,78.5181,0.1583,-0.2075,3592930.0
D,2021-02-23,2021,2,2,8,1,71.83,72.79,71.32,72.04,4621200,0.012224,0.020611,87.9,72.614,73.168,78.4878,0.151,-0.1978,3621110.0
D,2021-02-24,2021,2,3,8,1,71.87,72.04,70.93,71.17,3799800,-0.012077,0.015649,86.84,72.4905,73.105,78.4517,0.1558,-0.2075,3641420.0
D,2021-02-25,2021,2,4,8,1,71.17,71.73,70.55,70.63,3678500,-0.007587,0.016726,86.18,72.368,73.0194,78.4086,0.1558,-0.2135,3592485.0
D,2021-02-26,2021,2,5,8,1,70.69,71.07,68.19,68.32,7575800,-0.032706,0.042235,83.36,72.1505,72.8964,78.3555,0.1907,-0.2392,3815075.0
D,2021-03-01,2021,3,1,9,1,69.41,70.57,69.2,69.93,3971900,0.023566,0.019798,85.32,72.0025,72.7854,78.3101,0.212,-0.2213,3797135.0
D,2021-03-02,2021,3,2,9,1,70.0,70.26,69.02,69.8,3995100,-0.001859,0.017966,85.16,71.8585,72.678,78.2609,0.212,-0.2227,3822885.0
D,2021-03-03,2021,3,3,9,1,69.4,70.09,68.78,69.58,5016300,-0.003152,0.019046,84.9,71.699,72.551,78.2177,0.2117,-0.2252,3877585.0
D,2021-03-04,2021,3,4,9,1,68.95,69.82,67.85,68.0,5721500,-0.022708,0.029035,82.97,71.4705,72.4036,78.1585,0.224,-0.2428,4010925.0
D,2021-03-05,2021,3,5,9,1,68.55,70.1,67.89,69.86,8083300,0.027353,0.032553,85.24,71.329,72.3104,78.1136,0.2485,-0.222,4306510.0
D,2021-03-08,2021,3,1,10,1,70.0,73.0,69.71,72.0,11148200,0.030633,0.047196,87.85,71.242,72.2804,78.0799,0.2684,-0.1982,4713345.0
D,2021-03-09,2021,3,2,10,1,72.2,73.38,71.91,72.94,6027000,0.013056,0.020442,88.99,71.1975,72.2584,78.0516,0.273,-0.1878,4864285.0
D,2021-03-10,2021,3,3,10,1,72.95,73.91,72.71,73.21,4858900,0.003702,0.016504,89.32,71.2025,72.238,78.0151,0.2711,-0.1847,4991825.0
D,2021-03-11,2021,3,4,10,1,72.9,73.59,72.33,72.43,3147400,-0.010654,0.01742,88.37,71.1695,72.2126,77.9731,0.2739,-0.1934,4961735.0
D,2021-03-12,2021,3,5,10,1,72.91,73.88,72.66,73.54,3476900,0.015325,0.01679,89.73,71.1935,72.2058,77.933,0.2794,-0.1811,4998025.0
D,2021-03-15,2021,3,1,11,1,73.51,74.64,73.51,74.54,3213800,0.013598,0.015372,90.95,71.327,72.2154,77.8872,0.2758,-0.1699,4915410.0
D,2021-03-16,2021,3,2,11,1,74.08,74.77,73.84,74.29,4107700,-0.003354,0.012595,90.64,71.485,72.1972,77.8336,0.2727,-0.1727,4894375.0
D,2021-03-17,2021,3,3,11,1,74.4,74.4,73.1,73.17,3756200,-0.015076,0.017784,89.28,71.524,72.1828,77.77,0.273,-0.1852,4904295.0
D,2021-03-18,2021,3,4,11,1,73.35,73.88,72.78,73.5,3115900,0.00451,0.015114,89.68,71.5635,72.1928,77.7064,0.273,-0.1815,4876675.0
D,2021-03-19,2021,3,5,11,1,73.47,74.14,72.76,73.35,9090700,-0.002041,0.018966,89.49,71.6735,72.1686,77.6407,0.2606,-0.1832,5165710.0
D,2021-03-22,2021,3,1,12,1,73.4,73.93,72.94,73.5,3366300,0.002045,0.013573,89.68,71.79,72.1794,77.5834,0.2605,-0.1815,5088620.0
D,2021-03-23,2021,3,2,12,1,73.61,74.54,73.35,74.18,3245600,0.009252,0.016224,90.51,71.897,72.199,77.5329,0.2592,-0.1739,5019840.0
D,2021-03-24,2021,3,3,12,1,73.64,74.72,73.54,74.16,2379500,-0.00027,0.016046,90.48,72.0465,72.2288,77.4717,0.2542,-0.1742,4948825.0
D,2021-03-25,2021,3,4,12,1,74.53,76.17,74.29,75.22,4310100,0.014293,0.025306,91.78,72.276,72.3026,77.4185,0.2549,-0.1624,4980405.0
D,2021-03-26,2021,3,5,12,1,75.22,75.88,74.59,75.78,3613200,0.007445,0.017295,92.46,72.649,72.3734,77.3624,0.2168,-0.1561,4782275.0
D,2021-03-29,2021,3,1,13,1,75.54,77.29,75.52,76.7,4223600,0.01214,0.023438,93.58,72.9875,72.487,77.3259,0.2076,-0.1459,4794860.0
D,2021-03-30,2021,3,2,13,1,76.18,76.27,75.11,75.53,2661900,-0.015254,0.015444,92.15,73.274,72.556,77.2878,0.2184,-0.1589,4728200.0
D,2021-03-31,2021,3,3,13,1,75.22,76.12,75.13,75.96,3447800,0.005693,0.013177,92.68,73.593,72.656,77.2473,0.2168,-0.1541,4649775.0
D,2021-04-01,2021,4,4,13,2,75.84,75.84,74.88,75.72,2630700,-0.00316,0.012821,92.39,73.979,72.7388,77.2013,0.1942,-0.1568,4495235.0
D,2021-04-05,2021,4,1,14,2,75.71,76.78,75.61,76.41,2915200,0.009113,0.015474,93.23,74.3065,72.831,77.1626,0.1769,-0.1491,4236830.0
D,2021-04-06,2021,4,2,14,2,76.05,76.48,75.63,76.38,2448500,-0.000393,0.011239,93.19,74.5255,72.9128,77.1219,0.1482,-0.1494,3801845.0
D,2021-04-07,2021,4,3,14,2,76.41,76.77,75.85,76.22,3060300,-0.002095,0.012129,93.0,74.6895,72.966,77.0944,0.1443,-0.1512,3653510.0
D,2021-04-08,2021,4,4,14,2,76.63,77.04,76.12,76.21,2624500,-0.000131,0.012086,92.98,74.8395,73.0174,77.0592,0.1444,-0.1513,3541790.0
D,2021-04-09,2021,4,5,14,2,76.45,76.75,76.04,76.3,2075100,0.001181,0.009337,93.09,75.033,73.0818,77.0267,0.1365,-0.1503,3488175.0
D,2021-04-12,2021,4,1,15,2,76.45,77.05,76.13,76.26,2396500,-0.000524,0.012085,93.05,75.169,73.1536,76.9951,0.1283,-0.1508,3434155.0
D,2021-04-13,2021,4,2,15,2,76.0,77.74,75.82,77.47,3527000,0.015867,0.025323,94.52,75.3155,73.2452,76.9767,0.1313,-0.1373,3449815.0
D,2021-04-14,2021,4,3,15,2,77.17,77.62,76.84,77.42,2946800,-0.000645,0.010151,94.46,75.472,73.34,76.9654,0.1302,-0.1379,3391770.0
D,2021-04-15,2021,4,4,15,2,77.41,78.44,77.29,78.31,3683100,0.011496,0.014879,95.55,75.729,73.4508,76.9539,0.1172,-0.128,3388115.0
D,2021-04-16,2021,4,5,15,2,78.68,79.2,78.51,78.89,3645400,0.007406,0.008789,96.25,75.9985,73.5772,76.9425,0.118,-0.1215,3414590.0
D,2021-04-19,2021,4,1,16,2,79.02,79.22,78.29,78.74,2956800,-0.001901,0.011879,96.07,76.268,73.6982,76.9244,0.1179,-0.1232,3107895.0
D,2021-04-20,2021,4,2,16,2,78.93,80.54,78.68,80.11,3981300,0.017399,0.02364,97.74,76.5985,73.8256,76.9115,0.1275,-0.1079,3138645.0
D,2021-04-21,2021,4,3,16,2,80.75,80.85,80.01,80.2,4597000,0.001123,0.010499,97.85,76.8995,73.953,76.9446,0.1266,-0.1069,3206215.0
D,2021-04-22,2021,4,4,16,2,79.98,80.58,79.3,79.42,3076800,-0.009726,0.016141,96.9,77.1625,74.0792,76.9706,0.1349,-0.1156,3241080.0
D,2021-04-23,2021,4,5,16,2,79.4,79.64,78.92,79.38,3283700,-0.000504,0.009123,96.85,77.3705,74.205,76.9914,0.1293,-0.116,3189760.0
D,2021-04-26,2021,4,1,17,2,79.53,79.54,78.5,78.68,2671000,-0.008818,0.013248,96.0,77.5155,74.3174,77.0159,0.1342,-0.1238,3142650.0
D,2021-04-27,2021,4,2,17,2,78.5,78.67,78.08,78.29,2290300,-0.004957,0.007556,95.52,77.595,74.4458,77.0395,0.1306,-0.1282,3045985.0
D,2021-04-28,2021,4,3,17,2,78.48,78.59,77.63,77.64,3464100,-0.008302,0.012366,94.73,77.7005,74.576,77.0593,0.1211,-0.1354,3086095.0
D,2021-04-29,2021,4,4,17,2,77.79,79.05,77.72,79.02,2992400,0.017774,0.017113,96.41,77.8535,74.7086,77.0848,0.1337,-0.12,3063325.0
D,2021-04-30,2021,4,5,17,2,79.33,79.94,78.8,79.9,3238000,0.011136,0.014467,97.49,78.0625,74.8524,77.107,0.136,-0.1102,3093690.0
D,2021-05-03,2021,5,1,18,2,79.9,81.08,79.78,80.37,3100500,0.005882,0.016295,98.06,78.2605,75.0368,77.1241,0.1344,-0.105,3102955.0
D,2021-05-04,2021,5,2,18,2,80.31,80.56,79.0,79.41,3691700,-0.011945,0.019747,96.89,78.412,75.2016,77.1283,0.1437,-0.1157,3165115.0
D,2021-05-05,2021,5,3,18,2,79.25,79.42,77.44,77.95,4167300,-0.018386,0.025568,95.11,78.4985,75.3198,77.1303,0.1605,-0.132,3220465.0
D,2021-05-06,2021,5,4,18,2,78.22,78.64,77.58,78.48,3356900,0.006799,0.013663,95.75,78.612,75.466,77.1316,0.1616,-0.1261,3257085.0
D,2021-05-07,2021,5,5,18,2,78.49,79.22,78.04,78.45,2670800,-0.000382,0.01512,95.72,78.7195,75.6224,77.1261,0.1618,-0.1264,3286870.0
D,2021-05-10,2021,5,1,19,2,78.71,79.96,78.31,79.46,4243600,0.012874,0.02107,96.95,78.8795,75.8452,77.1205,0.1665,-0.1151,3379225.0
D,2021-05-11,2021,5,2,19,2,79.84,80.16,78.3,78.63,4544000,-0.010446,0.023755,95.94,78.9375,76.0192,77.1116,0.1639,-0.1244,3430075.0
D,2021-05-12,2021,5,3,19,2,78.61,78.64,77.09,77.14,3249100,-0.018949,0.020106,94.12,78.9235,76.166,77.0962,0.1783,-0.141,3445190.0
D,2021-05-13,2021,5,4,19,2,77.15,79.0,76.82,78.38,2797100,0.016075,0.028378,95.63,78.927,76.342,77.0778,0.1829,-0.1272,3400890.0
D,2021-05-14,2021,5,5,19,2,78.65,79.14,78.05,78.07,3334300,-0.003955,0.013965,95.25,78.886,76.5434,77.0568,0.1813,-0.1306,3385335.0
D,2021-05-17,2021,5,1,20,2,78.18,78.84,77.61,77.67,3120500,-0.005124,0.015848,94.77,78.8325,76.6996,77.0376,0.182,-0.1351,3393520.0
D,2021-05-18,2021,5,2,20,2,77.31,77.63,76.81,77.16,3807200,-0.006566,0.010676,94.14,78.685,76.8028,77.0182,0.17,-0.1408,3384815.0
D,2021-05-19,2021,5,3,20,2,77.02,77.21,76.25,76.98,3388200,-0.002333,0.01259,93.92,78.524,76.8836,77.0015,0.1697,-0.1428,3324375.0
D,2021-05-20,2021,5,4,20,2,77.07,77.97,76.79,77.24,3390700,0.003377,0.015367,94.24,78.415,76.9642,76.9833,0.1681,-0.1399,3340070.0
D,2021-05-21,2021,5,5,20,2,77.5,78.27,77.35,78.23,5472300,0.012817,0.011894,95.45,78.3575,77.0802,76.9759,0.1755,-0.1288,3449500.0
D,2021-05-24,2021,5,1,21,2,78.47,78.58,77.07,77.09,3695100,-0.014573,0.019593,94.06,78.278,77.1512,76.9632,0.1802,-0.1415,3500705.0
D,2021-05-25,2021,5,2,21,2,76.98,77.1,75.47,76.01,5383300,-0.01401,0.021598,92.74,78.164,77.1806,76.9401,0.1856,-0.1536,3655355.0
D,2021-05-26,2021,5,3,21,2,75.95,76.24,75.45,75.95,3428700,-0.000789,0.010471,92.67,78.0795,77.2138,76.9193,0.1838,-0.1542,3653585.0
D,2021-05-27,2021,5,4,21,2,75.94,76.15,75.36,75.49,5900200,-0.006057,0.010483,92.11,77.903,77.2602,76.9039,0.1705,-0.1594,3798975.0
D,2021-05-28,2021,5,5,21,2,75.94,76.33,75.79,76.14,4708000,0.00861,0.007125,92.9,77.715,77.313,76.8867,0.1681,-0.1521,3872475.0
D,2021-06-01,2021,6,2,22,2,76.26,76.39,75.09,75.55,3410800,-0.007749,0.017313,92.18,77.474,77.357,76.8679,0.1662,-0.1587,3887990.0
D,2021-06-02,2021,6,3,22,2,75.83,76.84,75.52,76.39,3554800,0.011118,0.017479,93.2,77.323,77.4148,76.8556,0.1699,-0.1493,3881145.0
D,2021-06-03,2021,6,4,22,2,75.55,77.03,75.31,76.71,3859500,0.004189,0.022839,93.59,77.261,77.4654,76.8458,0.1594,-0.1458,3865755.0
D,2021-06-04,2021,6,5,22,2,76.89,77.24,76.33,76.52,3357100,-0.002477,0.011922,93.36,77.163,77.5126,76.8375,0.1569,-0.1479,3865765.0
D,2021-06-07,2021,6,1,23,2,76.5,76.56,76.08,76.41,3111900,-0.001437,0.006309,93.23,77.061,77.5364,76.8298,0.1569,-0.1491,3887820.0
D,2021-06-08,2021,6,2,23,2,76.59,76.66,75.28,75.81,3616800,-0.007852,0.018332,92.5,76.8785,77.537,76.8204,0.1492,-0.1558,3856480.0
D,2021-06-09,2021,6,3,23,2,76.1,76.62,75.82,76.5,2882200,0.009102,0.010551,93.34,76.772,77.533,76.8097,0.1511,-0.1481,3773390.0
D,2021-06-10,2021,6,4,23,2,76.71,77.57,76.44,77.45,2936200,0.012418,0.014783,94.5,76.7875,77.5714,76.8014,0.1435,-0.1375,3757745.0
D,2021-06-11,2021,6,5,23,2,77.26,77.37,76.74,77.32,2205600,-0.001678,0.00821,94.34,76.7345,77.5986,76.7955,0.1307,-0.139,3728170.0
D,2021-06-14,2021,6,1,24,2,77.41,78.3,77.25,78.27,3320600,0.012287,0.013592,95.5,76.7445,77.6496,76.7965,0.1378,-0.1284,3727485.0
D,2021-06-15,2021,6,2,24,2,78.3,78.49,77.94,78.12,3630900,-0.001916,0.007057,95.31,76.767,77.6838,76.7971,0.1366,-0.1301,3753005.0
D,2021-06-16,2021,6,3,24,2,78.4,78.5,76.45,76.5,3916400,-0.020737,0.026815,93.34,76.734,77.6862,76.7895,0.1542,-0.1481,3758465.0
D,2021-06-17,2021,6,4,24,2,76.27,77.25,76.04,76.78,4510400,0.00366,0.015913,93.68,76.724,77.6974,76.7812,0.1547,-0.145,3814575.0
D,2021-06-18,2021,6,5,24,2,76.25,76.42,74.74,74.82,7225600,-0.025527,0.022478,91.29,76.603,77.6696,76.7662,0.1783,-0.1668,4006320.0
D,2021-06-21,2021,6,1,25,2,75.01,76.13,74.59,75.9,3640100,0.014435,0.020646,92.61,76.4865,77.6616,76.7477,0.1802,-0.1548,3914710.0
D,2021-06-22,2021,6,2,25,2,75.73,76.35,75.56,75.65,2734300,-0.003294,0.010455,92.3,76.4145,77.6494,76.731,0.1736,-0.1576,3866670.0
D,2021-06-23,2021,6,3,25,2,75.43,75.46,74.28,74.55,2482200,-0.014541,0.015886,90.96,76.3415,77.591,76.7115,0.1741,-0.1698,3721615.0
D,2021-06-24,2021,6,4,25,2,74.54,74.93,74.11,74.61,2854400,0.000805,0.011065,91.03,76.2745,77.5348,76.6936,0.1742,-0.1692,3692900.0
D,2021-06-25,2021,6,5,25,2,74.35,75.12,74.23,75.11,2468700,0.006702,0.01199,91.64,76.2555,77.4708,76.6709,0.175,-0.1636,3521325.0
D,2021-06-28,2021,6,1,26,2,75.29,75.68,75.0,75.24,2047700,0.001731,0.009067,91.8,76.2105,77.3978,76.6535,0.1721,-0.1621,3388310.0
D,2021-06-29,2021,6,2,26,2,74.8,75.24,73.31,73.51,3312500,-0.022993,0.026327,89.69,76.1085,77.2932,76.6228,0.1883,-0.1814,3383395.0
D,2021-06-30,2021,6,3,26,2,73.57,73.84,73.28,73.57,2818400,0.000816,0.007642,89.76,75.9675,77.1624,76.587,0.1828,-0.1807,3346575.0
D,2021-07-01,2021,7,4,26,3,73.69,74.42,73.11,74.11,2501000,0.00734,0.017918,90.42,75.8375,77.0406,76.5531,0.1845,-0.1747,3278650.0
D,2021-07-02,2021,7,5,26,3,74.29,74.49,73.65,74.21,1831400,0.001349,0.011405,90.54,75.722,76.9364,76.5161,0.1848,-0.1736,3202365.0
D,2021-07-06,2021,7,2,27,3,74.46,75.41,74.05,75.39,3562100,0.015901,0.018366,91.98,75.671,76.8566,76.494,0.1948,-0.1605,3224875.0
D,2021-07-07,2021,7,3,27,3,75.04,75.94,74.89,75.64,2281000,0.003316,0.014021,92.29,75.6625,76.7958,76.4824,0.1933,-0.1577,3158085.0
D,2021-07-08,2021,7,4,27,3,75.46,76.25,75.3,75.95,2527600,0.004098,0.012616,92.67,75.635,76.749,76.4723,0.191,-0.1542,3140355.0
D,2021-07-09,2021,7,5,27,3,76.05,76.07,74.99,75.55,2163300,-0.005267,0.014402,92.18,75.54,76.7072,76.4625,0.1856,-0.1587,3101710.0
D,2021-07-12,2021,7,1,28,3,75.25,75.64,74.86,75.55,2327600,0.0,0.010419,92.18,75.4515,76.6378,76.4589,0.1856,-0.1587,3107810.0
D,2021-07-13,2021,7,2,28,3,75.27,75.48,74.3,74.5,2066000,-0.013898,0.015882,90.9,75.263,76.5298,76.4499,0.1839,-0.1704,3045080.0
